,Volcano_Name,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km,Summit,Elevation
915,Popocatepetl,Stratovolcano,Mexico,México and Central America,Mexico,holocene,2022 CE,19.023,-98.622,325.0,2584.0,634054.0,26509510.0,5393,17694
916,Porak,Stratovolcano,Armenia,Mediterranean and Western Asia,Western Asia,holocene,778 BCE,40.028,45.74,194.0,955.0,62882.0,1713373.0,3029,9938
918,Prestahnukur,Subglacial,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,3350 BCE,64.583,-20.666,60.0,60.0,233.0,183485.0,1385,4544
920,"Prieto, Cerro",Lava dome,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Uncertain,32.418,-115.305,4506.0,15945.0,571710.0,1308761.0,223,732
924,Pulosari,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,-6.343,105.978,5739.0,42356.0,739785.0,20059788.0,1324,4344
925,Pululahua,Caldera,Ecuador,South America,Ecuador,holocene,290 CE,0.038,-78.463,534403.0,534403.0,1192411.0,3330856.0,3356,11010
926,Puntiagudo-Cordon Cenizos,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1850 CE,-40.969,-72.264,30.0,284.0,5666.0,698814.0,2493,8179
927,Purace,Stratovolcano,Colombia,South America,Colombia,holocene,1977 CE,2.32,-76.4,1465.0,7152.0,335698.0,1751540.0,4650,15256
929,Putana,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,1810 CE,-22.557,-67.853,24.0,80.0,1609.0,12788.0,5884,19304
930,Puyehue-Cordon Caulle,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,2012 CE,-40.59,-72.117,129.0,783.0,7163.0,515357.0,2236,7336
931,Puyuhuapi,Pyroclastic cone,Chile,South America,Southern Chile and Argentina,holocene,Unknown - Evidence Credible,-44.3,-72.53,759.0,819.0,1063.0,17135.0,524,1719
932,Qualibou,Caldera,Saint Lucia,West Indies,West Indies,holocene,1766 CE,13.83,-61.05,87921.0,87921.0,172439.0,690495.0,777,2549
933,Quetrupillan,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,255 CE,-39.496,-71.722,129.0,518.0,11191.0,269087.0,2360,7743
934,"Quill, The",Stratovolcano,Netherlands,West Indies,West Indies,holocene,250 CE,17.478,-62.96,2195.0,2195.0,8361.0,134936.0,601,1972
935,Quilotoa,Caldera,Ecuador,South America,Ecuador,holocene,1280 CE,-0.85,-78.9,40429.0,40429.0,124306.0,4333779.0,3914,12841
936,Quimsachata,Lava dome,Peru,South America,Peru,holocene,4450 BCE,-14.133,-71.367,5061.0,9561.0,85048.0,580016.0,3848,12625
937,Rabaul,Pyroclastic shield,Papua New Guinea,Melanesia and Australia,New Britain,holocene,2014 CE,-4.271,152.203,3311.0,43531.0,199361.0,252121.0,688,2257
938,Ragang,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,1916 CE,7.691,124.507,447.0,2646.0,331796.0,6423725.0,2790,9154
939,"Rahat, Harrat",Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,1256 CE,23.08,39.78,138380.0,1010115.0,1010115.0,1010115.0,1744,5722
942,Rajabasa,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,Unknown - Unrest / Holocene,-5.78,105.625,3534.0,144855.0,557060.0,7750607.0,1281,4203
943,Rakkibetsudake [Demon],Stratovolcano,Japan,Kuril Islands,Kuril Islands,holocene,Unknown - Evidence Credible,45.5,148.85,69.0,150.0,453.0,4180.0,1205,3953
944,Ranakah,Lava dome,Indonesia,Indonesia,Lesser Sunda Islands,holocene,1991 CE,-8.62,120.52,1283.0,63314.0,291790.0,860496.0,2350,7710
945,Ranau,Caldera,Indonesia,Indonesia,Sumatra,holocene,Unknown - Evidence Uncertain,-4.871,103.925,12275.0,12275.0,21279.0,939197.0,1854,6083
947,Rapa Nui,Shield,Chile,South America,Pacific Ocean (Chilean Islands),holocene,Unknown - Evidence Credible,-27.114,-109.356,698.0,4029.0,4091.0,4091.0,501,1644
949,Raung,Stratovolcano,Indonesia,Indonesia,Java,holocene,2021 CE,-8.119,114.056,152.0,572.0,581515.0,8123987.0,3260,10696
950,Rausudake,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1800 CE,44.076,145.122,35.0,4623.0,8574.0,218325.0,1660,5446
951,Raususan [Mendeleev],Stratovolcano,Japan,Kuril Islands,Kuril Islands,holocene,1880 CE,43.979,145.733,236.0,1783.0,3527.0,114486.0,882,2894
956,"Resago, Volcan",Pyroclastic cone,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,-36.45,-70.92,35.0,196.0,2095.0,268547.0,1890,6201
957,Reventador,Stratovolcano,Ecuador,South America,Ecuador,holocene,2022 CE,-0.077,-77.656,484.0,963.0,4403.0,2619647.0,3562,11686
958,Reykjanes,Crater rows,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,1831 CE,63.817,-22.717,13995.0,13995.0,15542.0,192922.0,140,459
959,Riendengan-Sempu,Caldera,Indonesia,Indonesia,Sulawesi,holocene,Unknown - Unrest / Holocene,1.13,124.758,263169.0,263169.0,507642.0,1671136.0,1549,5082
960,Rincon de la Vieja,Complex,Costa Rica,México and Central America,Costa Rica,holocene,2022 CE,10.83,-85.324,271.0,1428.0,78668.0,659105.0,1916,6286
961,Rinjani,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2016 CE,-8.42,116.47,10289.0,55594.0,1374441.0,3555330.0,3726,12224
963,Rishirizan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,5830 BCE,45.179,141.242,178.0,9895.0,12933.0,94414.0,1721,5646
964,Ritter Island,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,2007 CE,-5.519,148.115,3.0,43.0,4323.0,68670.0,75,246
967,Romeral,Stratovolcano,Colombia,South America,Colombia,holocene,5390 BCE,5.203,-75.363,236.0,2822.0,537402.0,4005655.0,3769,12365
968,Rota,Stratovolcano,Nicaragua,México and Central America,Nicaragua,holocene,Unknown - Evidence Credible,12.55,-86.75,4930.0,16664.0,319797.0,3503709.0,832,2730
971,Ruang,Stratovolcano,Indonesia,Indonesia,Sangihe Islands,holocene,2002 CE,2.3,125.37,878.0,1652.0,2766.0,149159.0,725,2379
972,Ruapehu,Stratovolcano,New Zealand,New Zealand to Fiji,New Zealand,holocene,2007 CE,-39.28,175.57,14.0,298.0,6901.0,119709.0,2797,9177
974,Rudakov,Stratovolcano,Russia,Kuril Islands,Kuril Islands,holocene,Unknown - Evidence Uncertain,45.874,149.819,11.0,18.0,39.0,643.0,532,1745
975,"Ruiz, Nevado del",Stratovolcano,Colombia,South America,Colombia,holocene,2022 CE,4.892,-75.324,3849.0,20146.0,507608.0,4252435.0,5279,17320
980,Rungwe,Stratovolcano,Tanzania,Africa and Red Sea,Africa (eastern),holocene,1250 CE,-9.135,33.668,644.0,20713.0,393819.0,2299914.0,2953,9688
982,Saba,Stratovolcano,Netherlands,West Indies,West Indies,holocene,1640 CE,17.63,-63.23,1718.0,1718.0,1752.0,136185.0,887,2910
983,Sabalan,Stratovolcano,Iran,Middle East and Indian Ocean,Middle East (western),holocene,Unknown - Evidence Credible,38.268,47.835,136.0,762.0,103605.0,1961046.0,4784,15696
984,Sabancaya,Stratovolcano,Peru,South America,Peru,holocene,2022 CE,-15.787,-71.857,51.0,526.0,12678.0,1052517.0,5960,19554
985,Sahand,Stratovolcano,Iran,Middle East and Indian Ocean,Middle East (western),holocene,Unknown - Evidence Credible,37.75,46.43,163.0,1449.0,60328.0,2878308.0,3707,12162
986,Sairecabur,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,-22.719,-67.891,21.0,69.0,1721.0,11172.0,5961,19557
987,Sakar,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,Unknown - Evidence Uncertain,-5.414,148.094,149.0,160.0,1176.0,58544.0,992,3255
988,Salak,Stratovolcano,Indonesia,Indonesia,Java,holocene,1938 CE,-6.716,106.733,1367.0,80578.0,2675904.0,38154252.0,2218,7277
989,Salton Buttes,Lava dome,United States,Canada and Western USA,USA (California),holocene,210 CE,33.197,-115.616,227.0,408.0,38579.0,1214088.0,-40,-131
990,Samsari Volcanic Center,Lava cone,Georgia,Mediterranean and Western Asia,Western Asia,holocene,Unknown - Evidence Uncertain,41.542,43.7,13210.0,13210.0,86563.0,1467499.0,3290,10794
991,San Borja Volcanic Field,Pyroclastic cone,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,28.5,-113.75,722.0,722.0,2558.0,45359.0,1360,4462
993,San Cristobal,Stratovolcano,Nicaragua,México and Central America,Nicaragua,holocene,2022 CE,12.702,-87.004,208.0,7876.0,351227.0,2002579.0,1745,5725
994,San Cristobal,Shield,Ecuador,South America,Galapagos Islands,holocene,Unknown - Evidence Credible,-0.88,-89.5,7661.0,7661.0,7723.0,16189.0,759,2490
995,San Diego,Volcanic field,El Salvador,México and Central America,El Salvador and Honduras,holocene,Unknown - Evidence Credible,14.27,-89.48,130144.0,130144.0,316296.0,7169826.0,781,2562
996,San Francisco Volcanic Field,Pyroclastic cone,United States,Canada and Western USA,USA (Arizona),holocene,1075 CE,35.347,-111.678,23157.0,23157.0,70472.0,190983.0,3850,12631
997,San Joaquin,Shield,Equatorial Guinea,Africa and Red Sea,Africa (western),holocene,Unknown - Evidence Credible,3.35,8.63,706.0,1432.0,16190.0,349646.0,2009,6591
998,San Jose,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1960 CE,-33.789,-69.895,194.0,616.0,15963.0,6615248.0,6070,19915
1000,San Martin,Shield,Mexico,México and Central America,Mexico,holocene,1796 CE,18.57,-95.2,280.0,3581.0,259640.0,1645811.0,1650,5413
1001,San Miguel,Stratovolcano,El Salvador,México and Central America,El Salvador and Honduras,holocene,2020 CE,13.434,-88.269,1232.0,63007.0,796482.0,3633885.0,2130,6988
1002,San Pablo Volcanic Field,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,1350 CE,14.12,121.3,1349742.0,1349742.0,3039334.0,24626975.0,1090,3576
1003,San Pedro-Pellado,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,-35.989,-70.849,12.0,208.0,4155.0,500494.0,3621,11880
1004,San Salvador,Stratovolcano,El Salvador,México and Central America,El Salvador and Honduras,holocene,1917 CE,13.734,-89.294,29514.0,800780.0,2857563.0,6366833.0,1893,6211
1005,San Vicente,Stratovolcano,El Salvador,México and Central America,El Salvador and Honduras,holocene,Unknown - Evidence Credible,13.595,-88.837,7505.0,103854.0,864425.0,6349950.0,2182,7159
1006,Sanbesan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,650 CE,35.141,132.622,1300.0,6795.0,171742.0,3597290.0,1126,3694
1007,Sand Mountain Field,Pyroclastic cone,United States,Canada and Western USA,USA (Oregon),holocene,950 BCE,44.38,-121.93,89.0,89.0,1574.0,519291.0,1664,5459
1008,Sanganguey,Stratovolcano,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,21.45,-104.73,101.0,7622.0,403964.0,993475.0,2340,7677
1009,Sangay,Stratovolcano,Ecuador,South America,Ecuador,holocene,2022 CE,-2.005,-78.341,231.0,1675.0,15130.0,1355275.0,5286,17343
1010,Sangeang Api,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2020 CE,-8.2,119.07,204.0,1155.0,39301.0,809132.0,1912,6273
1011,"Sano, Wai",Caldera,Indonesia,Indonesia,Lesser Sunda Islands,holocene,Unknown - Evidence Credible,-8.724,119.986,127347.0,127347.0,242184.0,831863.0,1319,4327
1012,Santa Ana,Stratovolcano,El Salvador,México and Central America,El Salvador and Honduras,holocene,2005 CE,13.853,-89.63,489.0,21653.0,1240131.0,6486880.0,2381,7812
1013,Santa Cruz,Shield,Ecuador,South America,Galapagos Islands,holocene,Unknown - Evidence Credible,-0.62,-90.33,8529.0,8529.0,8800.0,18434.0,864,2835
1014,Santa Isabel,Shield,Equatorial Guinea,Africa and Red Sea,Africa (western),holocene,1923 CE,3.588,8.762,95977.0,95977.0,117500.0,506900.0,2999,9839
1015,Santa Isabel,Shield,Colombia,South America,Colombia,holocene,850 BCE,4.818,-75.365,4793.0,12226.0,302952.0,4137147.0,4944,16220
1016,Santa Maria,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,2022 CE,14.757,-91.552,8675.0,119462.0,1259600.0,6197420.0,3745,12287
1017,Santiago,Shield,Ecuador,South America,Galapagos Islands,holocene,1906 CE,-0.22,-90.77,74.0,74.0,104.0,12001.0,920,3018
1018,"Santiago, Cerro",Volcanic field,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14.33,-89.87,226325.0,226325.0,405083.0,8210264.0,1192,3911
1019,Santorini,Shield,Greece,Mediterranean and Western Asia,Greece,holocene,1950 CE,36.404,25.396,5176.0,12266.0,12336.0,67468.0,367,1204
1020,Sao Jorge,Fissure vent,Portugal,Atlantic Ocean,Azores,holocene,1907 CE,38.65,-28.08,2088.0,4689.0,16290.0,99442.0,1053,3455
1021,Sara Sara,Stratovolcano,Peru,South America,Peru,holocene,Unknown - Evidence Credible,-15.33,-73.45,53.0,751.0,18707.0,127762.0,5522,18117
1023,Sarik-Gajah,Pyroclastic cone,Indonesia,Indonesia,Sumatra,holocene,Unknown - Evidence Uncertain,0.074,100.189,5188.0,21465.0,247754.0,2951369.0,737,2418
1024,Sarychev Peak,Stratovolcano,Russia,Kuril Islands,Kuril Islands,holocene,2021 CE,48.092,153.2,17.0,143.0,143.0,148.0,1496,4908
1028,Savo,Stratovolcano,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,holocene,1847 CE,-9.13,159.82,3200.0,3200.0,6251.0,174571.0,485,1591
1029,"Sawad, Harra Es-",Volcanic field,Yemen,Middle East and Indian Ocean,Middle East (southern),holocene,1253 CE,13.58,46.12,74598.0,74598.0,74598.0,850297.0,1737,5699
1032,Segererua Plateau,Pyroclastic cone,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,1.57,37.9,5211.0,5211.0,11949.0,147996.0,699,2293
1035,Sekincau Belirang,Caldera,Indonesia,Indonesia,Sumatra,holocene,Unknown - Unrest / Holocene,-5.107,104.317,176.0,2238.0,18911.0,2336471.0,1717,5633
1036,Semeru,Stratovolcano,Indonesia,Indonesia,Java,holocene,2022 CE,-8.108,112.922,2686.0,8375.0,1022197.0,20098931.0,3657,11998
1038,Serdan-Oriental,Tuff cone,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,19.27,-97.47,93158.0,93158.0,211350.0,7672879.0,3485,11434
1039,Serua,Stratovolcano,Indonesia,Indonesia,Banda Sea,holocene,1921 CE,-6.312,130.017,58.0,58.0,58.0,258.0,608,1995
1040,Sessagara,Pyroclastic cone,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,-9.48,149.13,5210.0,5210.0,9898.0,131143.0,370,1214
1041,Sete Cidades,Stratovolcano,Portugal,Atlantic Ocean,Azores,holocene,1880 CE,37.865,-25.785,3515.0,10365.0,102848.0,127154.0,842,2762
1042,Seulawah Agam,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,1839 CE,5.448,95.658,226.0,10555.0,306345.0,1565392.0,1810,5938
1044,Sharat Kovakab,Volcanic field,Syria,Middle East and Indian Ocean,Middle East (western),holocene,Unknown - Evidence Credible,36.536,40.858,176268.0,176268.0,228172.0,1826752.0,516,1693
1047,Shiga,Shield,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,Unknown - Evidence Uncertain,36.688,138.519,2474.0,9610.0,449713.0,5784413.0,2041,6696
1048,Shikotsu,Caldera,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1979 CE,42.688,141.38,130474.0,130474.0,316816.0,3096376.0,1320,4331
1049,Shiretoko-Iozan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1936 CE,44.133,145.161,6.0,1516.0,7890.0,209060.0,1562,5125
1053,Sibualbuali,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,Unknown - Evidence Uncertain,1.556,99.255,2249.0,10838.0,404339.0,2481584.0,1819,5968
1054,Silali,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,5050 BCE,1.15,36.23,157.0,784.0,18705.0,917921.0,1528,5013
1055,Silay,Stratovolcano,Philippines,Philippines and SE Asia,Central Philippines,holocene,Unknown - Unrest / Holocene,10.77,123.23,310.0,11499.0,1167963.0,9522729.0,1510,4954
1056,Silverthrone,Caldera,Canada,Canada and Western USA,Canada,holocene,Unknown - Evidence Credible,51.43,-126.3,7.0,7.0,67.0,1278.0,3160,10367
1057,Simbo,Stratovolcano,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,holocene,1910 CE,-8.292,156.52,210.0,240.0,833.0,27923.0,335,1099
1058,Sinabung,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,2021 CE,3.17,98.392,997.0,13801.0,163630.0,7646863.0,2460,8071
1060,Singkut,Caldera,Indonesia,Indonesia,Sumatra,holocene,1881 CE,3.248,98.501,11833.0,21448.0,228453.0,7958409.0,2181,7156
1061,"Singuil, Cerro",Pyroclastic cone,El Salvador,México and Central America,El Salvador and Honduras,holocene,Unknown - Evidence Credible,14.054,-89.631,25874.0,156926.0,883616.0,6672302.0,926,3038
1062,Sirung,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2021 CE,-8.508,124.13,5966.0,19334.0,69744.0,418756.0,862,2828
1063,Slamet,Stratovolcano,Indonesia,Indonesia,Java,holocene,2014 CE,-7.242,109.208,856.0,13401.0,2904026.0,20217467.0,3428,11247
1065,Snaefellsjokull,Stratovolcano,Iceland,Iceland and Arctic Ocean,Iceland (western),holocene,200 CE,64.8,-23.783,9.0,129.0,2264.0,11820.0,1446,4744
1067,Soche,Stratovolcano,Ecuador,South America,Ecuador,holocene,6650 BCE,0.552,-77.58,123.0,1460.0,70322.0,1840573.0,3955,12976
1068,Socompa,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,5250 BCE,-24.396,-68.246,5.0,113.0,538.0,8620.0,6031,19787
1070,Soda Lakes,Maar,United States,Canada and Western USA,USA (Nevada),holocene,Unknown - Evidence Credible,39.53,-118.87,1616.0,11149.0,25655.0,557259.0,1251,4104
1071,Sodore,Pyroclastic cone,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,8.43,39.35,432998.0,432998.0,648056.0,7539098.0,1765,5791
1073,Sollipulli,Caldera,Chile,South America,Central Chile and Argentina,holocene,1240 CE,-38.97,-71.52,2971.0,2971.0,8904.0,510741.0,2282,7487
1075,Soputan,Stratovolcano,Indonesia,Indonesia,Sulawesi,holocene,2020 CE,1.112,124.737,4724.0,69991.0,501336.0,1696768.0,1785,5856
1076,Sorikmarapi,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,1986 CE,0.686,99.539,203.0,1469.0,90257.0,1831957.0,2145,7037
1077,Sork Ale,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Uncertain,13.18,41.725,174.0,632.0,3896.0,38428.0,1611,5285
1078,Sotara,Stratovolcano,Colombia,South America,Colombia,holocene,Unknown - Evidence Credible,2.108,-76.592,1188.0,5553.0,127782.0,1726425.0,4400,14436
1079,Soufriere Guadeloupe,Stratovolcano,France,West Indies,West Indies,holocene,1977 CE,16.044,-61.664,8839.0,71345.0,256899.0,482449.0,1467,4813
1080,Soufriere Hills,Stratovolcano,United Kingdom,West Indies,West Indies,holocene,2013 CE,16.72,-62.18,3006.0,9401.0,9458.0,448929.0,915,3002
1081,Soufriere St. Vincent,Stratovolcano,Saint Vincent and the Grenadines,West Indies,West Indies,holocene,2021 CE,13.33,-61.18,1491.0,15327.0,103882.0,291476.0,1220,4003
1093,St. Andrew Strait,Complex,Papua New Guinea,Melanesia and Australia,Admiralty Islands,holocene,1957 CE,-2.38,147.35,633.0,678.0,2870.0,47539.0,270,886
1094,St. Catherine,Stratovolcano,Grenada,West Indies,West Indies,holocene,Unknown - Evidence Credible,12.15,-61.67,8561.0,41976.0,84210.0,93321.0,840,2756
1095,St. Helens,Stratovolcano,United States,Canada and Western USA,USA (Washington),holocene,2008 CE,46.2,-122.18,78.0,427.0,2221.0,2173101.0,2549,8363
1096,St. Michael,Shield,United States,Alaska,Alaska (western),holocene,Unknown - Evidence Credible,63.45,-162.12,662.0,662.0,662.0,2625.0,715,2346
1098,St. Paul Island,Shield,United States,Alaska,Alaska (western),holocene,1280 BCE,57.18,-170.3,582.0,582.0,582.0,783.0,203,666
1101,Stromboli,Stratovolcano,Italy,Mediterranean and Western Asia,Italy,holocene,2022 CE,38.789,15.213,2225.0,2225.0,3894.0,1347563.0,924,3031
1104,Suchitan,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14.4,-89.78,4149.0,49376.0,421074.0,8257118.0,2042,6699
1106,Sulu Range,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,Unknown - Unrest / Holocene,-5.5,150.942,298.0,1543.0,15051.0,135039.0,610,2001
1107,Sumaco,Stratovolcano,Ecuador,South America,Ecuador,holocene,1895 CE,-0.538,-77.626,39.0,324.0,8384.0,679867.0,3990,13091
1108,Sumbing,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,1921 CE,-2.414,101.728,3.0,304.0,49583.0,1209448.0,2507,8225
1109,Sumbing,Stratovolcano,Indonesia,Indonesia,Java,holocene,1730 CE,-7.384,110.07,15294.0,310361.0,2425607.0,25707858.0,3371,11060
1111,Sundoro,Stratovolcano,Indonesia,Indonesia,Java,holocene,1971 CE,-7.302,109.996,52462.0,496751.0,2086299.0,24996512.0,3147,10325
1112,Suoh,Caldera,Indonesia,Indonesia,Sumatra,holocene,1933 CE,-5.25,104.27,837.0,2048.0,24619.0,1616500.0,1000,3281
1114,Suretamatai,Complex,Vanuatu,Melanesia and Australia,Vanuatu,holocene,1966 CE,-13.8,167.47,68.0,3509.0,5555.0,9242.0,921,3022
1115,Suswa,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,-1.151,36.357,474.0,4041.0,105232.0,6914644.0,2356,7730
1116,Suwanosejima,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2022 CE,29.638,129.714,107.0,107.0,325.0,1966.0,796,2612
1117,Ta'u,Shield,United States,New Zealand to Fiji,Samoan and Wallis Islands,holocene,Unknown - Evidence Credible,-14.23,-169.454,95.0,1154.0,1538.0,1538.0,931,3054
1118,Taal,Caldera,Philippines,Philippines and SE Asia,Luzon,holocene,2021 CE,14.002,120.993,717090.0,717090.0,2380326.0,24814047.0,311,1020
1119,Taapaca,Complex,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,320 BCE,-18.1,-69.5,3.0,87.0,1994.0,505369.0,5860,19226
1120,Taburete,Stratovolcano,El Salvador,México and Central America,El Salvador and Honduras,holocene,Unknown - Evidence Uncertain,13.435,-88.532,11815.0,71829.0,581517.0,5543122.0,1172,3845
1121,Tacana,Stratovolcano,Mexico,México and Central America,Mexico,holocene,1986 CE,15.132,-92.109,3032.0,20932.0,598594.0,4523701.0,4064,13333
1122,Tacora,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Unrest / Holocene,-17.72,-69.77,7.0,539.0,8757.0,411691.0,5980,19619
1123,Tafahi,Stratovolcano,Tonga,New Zealand to Fiji,Tonga Islands,holocene,Unknown - Evidence Uncertain,-15.85,-173.72,37.0,37.0,1706.0,1706.0,560,1837
1124,Taftan,Stratovolcano,Iran,Middle East and Indian Ocean,Middle East (eastern),holocene,Unknown - Evidence Credible,28.6,61.13,8.0,132.0,8118.0,191711.0,3940,12927
1127,Tahual,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14.43,-89.9,10052.0,49010.0,449894.0,7570087.0,1716,5630
1129,Taisetsuzan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1739 CE,43.664,142.854,19.0,119.0,16391.0,1304267.0,2291,7516
1130,Tajumulco,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,15.043,-91.903,2398.0,71560.0,796805.0,5255535.0,4203,13789
1131,Takaharayama,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,4570 BCE,36.9,139.777,303.0,4572.0,381490.0,8750106.0,1795,5889
1134,Takuan Group,Compound,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,holocene,Unknown - Evidence Credible,-6.442,155.608,13.0,1177.0,62020.0,98513.0,2210,7251
1135,Talagabodas,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Unrest / Holocene,-7.208,108.07,7953.0,68266.0,2388005.0,24525517.0,2201,7221
1136,Talakmau,Complex,Indonesia,Indonesia,Sumatra,holocene,Unknown - Evidence Credible,0.079,99.98,75.0,3261.0,352639.0,2728121.0,2919,9577
1137,Talang,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,2007 CE,-0.979,100.681,1593.0,18512.0,214975.0,3283153.0,2575,8448
1138,Tambo Quemado,Pyroclastic shield,Bolivia,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,-18.62,-68.75,113.0,541.0,4293.0,48050.0,4215,13829
1139,Tambora,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,1967 CE,-8.25,118.0,4156.0,11331.0,89006.0,1036033.0,2850,9350
1140,Tampomas,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,-6.77,107.95,47404.0,194503.0,2301649.0,24709382.0,1684,5525
1143,Tandikat-Singgalang,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,1924 CE,-0.39,100.331,130.0,38799.0,604282.0,4022932.0,2854,9364
1145,Tangkoko-Duasudara,Stratovolcano,Indonesia,Indonesia,Sulawesi,holocene,1880 CE,1.518,125.185,445.0,57792.0,135761.0,1227998.0,1334,4377
1146,Tangkuban Parahu,Stratovolcano,Indonesia,Indonesia,Java,holocene,2019 CE,-6.77,107.6,100608.0,518822.0,5729309.0,32855731.0,2084,6837
1148,"Tara, Batu",Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2015 CE,-7.791,123.585,207.0,207.0,207.0,455429.0,633,2077
1149,Tarakan,Pyroclastic cone,Indonesia,Indonesia,Halmahera,holocene,Unknown - Evidence Credible,1.83,127.83,18056.0,23570.0,85055.0,360761.0,318,1043
1150,Taranaki,Stratovolcano,New Zealand,New Zealand to Fiji,New Zealand,holocene,1800 CE,-39.3,174.07,200.0,230.0,77381.0,104499.0,2518,8261
1151,Taryatu-Chulutu,Volcanic field,Mongolia,Kamchatka and Mainland Asia,Mongolia,holocene,2980 BCE,48.133,99.95,5602.0,5602.0,5602.0,29050.0,2326,7631
1152,Tat Ali,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,13.284,41.063,32.0,44.0,2130.0,100598.0,655,2149
1153,Tata Sabaya,Stratovolcano,Bolivia,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,-19.13,-68.53,97.0,519.0,6266.0,40064.0,5430,17815
